IDX,GR,MAB,MORF,CAT
58012010016,συμφερον,4187,Verbo/Pre-Act-Par-Ac-Sn-Nt,portant juntament
58012010021,αγιοτητος,32,Sust/GA-Sn-Fn,(de) santedat
58012011003,παιδεια,3263,Sust/N-Sn-Fn,disciplina
58012011007,παρον,3368,Verbo/Pre-Act-Par-Ac-Sn-Nt,estant presentant
58012011009,δοκει,1229,Verbo/Pre-Act-Ind-3-Sn,sembla (bé)
58012011017,ειρηνικον,1354,Adj/Ac-Sn-Ms,pacífic
58012011021,γεγυμνασμενοις,991,Verbo/Per-Pas-Par-LID-Pl-Ms,(en/amb/per/a) exercitats 
58012011022,αποδιδωσιν,541,Verbo/Pre-Act-Ind-3-Sn,està donant de tornada
58012012003,παρειμενας,3385,Verbo/Per-Pas-Par-Ac-Pl-Fn,han estat deixades caigudes al costat
58012012007,παραλελυμενα,3334,Verbo/Per-Pas-Par-Ac-Pl-Nt,han estat deslligades al costat
58012012009,ανορθωσατε,421,Verbo/A-Act-Imp-2-Pl,estigueu redreçant
58012013002,τροχιας,4465,Sust/Ac-Pl-Fn,sendes
58012013003,ορθας,3172,Adj/Ac-Pl-Fn,justes/rectes
58012013011,χωλον,4814,Adj/N-Sn-Nt,coix
58012013012,εκτραπη,1464,Verbo/A2-Pas-Sub-3-Sn,sigui desviat
58012013013,ιαθη,2148,Verbo/A-Pas-Sub-3-Sn,siguin curats més aviat
58012015001,επισκοπουντες,1799,Verbo/Pre-Act-Par-N-Pl-Ms,mirant sobre
58012015004,υστερων,4594,Verbo/Pre-Act-Par-N-Sn-Ms,estigui darrere (sense assolir)
58012015015,φυουσα,4719,Verbo/Pre-Act-Par-N-Sn-Fn,brotant
58012015016,ενοχλη,1598,Verbo/Pre-Act-Sub-3-Sn,estigui causant disturbi
58012016005,βεβηλος,850,Adj/N-Sn-Ms,profà
58012016012,απεδοτο,541,Verbo/A2-Med-Ind-3-Sn,va lliurar
58012016014,πρωτοτοκια,3833,,(privilegis de) primogenitura
58012017001,ιστε,3064,Verbo/Per-Act-Imp-2-Pl,entengueu/sabeu 
58012017005,μετεπειτα,2852,Adv,després
58012017010,απεδοκιμασθη,543,Verbo/A-Pas-Ind-3-Sn,va ser rebutjat
58012017019,εκζητησας,1405,Verbo/A-Act-Par-N-Sn-Ms,va buscar sol·lícitament
58012018003,προσεληλυθατε,3756,Verbo/P2-Act-Ind-2-Pl,heu vingut cap a
58012018004,ψηλαφωμενω,4838,Verbo/Pre-Pas-Par-LID-Sn-Nt,(en/amb/per/a) sent palpat
58012018007,κεκαυμενω,2243,Verbo/Per-Pas-Par-LID-Sn-Nt,(en/amb/per/a) ha estat encès
58012018010,γνοφω,970,Sust/LID-Sn-Ms,(en/amb/per a/a) núvol fosc
58012018012,σκοτω,4006,Sust/LID-Sn-Ms,(en/amb/per a/a) foscor/tenebres
58012018014,θυελλη,2131,Sust/LID-Sn-Fn,(en/amb/per a/a) tempestat
58012019003,ηχω,2052,Sust/LID-Sn-Ms,(en/amb/per a/a) eco/estrèpit
58012019010,παρητησαντο,3318,Verbo/A-MedDep-Ind-3-Pl,demanaven/estaven demanant/sol·licitant
58012019012,προστεθηναι,3792,Verbo/A-Pas-Inf,estar afegint
58012020005,διαστελλομενον,1141,Verbo/Pre-Pas-Par-ASN,sent ordenada
58012020007,θηριον,2108,Sust/N-Sn-Nt,bèsties (salvatge)
58012020011,λιθοβοληθησεται,2690,Verbo/F-Pas-Ind-3-Sn,serà apedregada
58012021003,φοβερον,4673,Adj/N-Sn-Nt,horrible
58012021006,φανταζομενον,4613,Verbo/Pre-Pas-Par-NSN,aparença
58012021009,εκφοβος,1470,Adj/N-Sn-Ms,aterrit
58012022009,ιερουσαλημ,N234,Sust/Pro-Ind,a Jerusalem
58012022010,επουρανιω,1848,Adj/LID-Sn-Fn,(en/amb/per a/a) celestial
58012022012,μυριασιν,2948,Adj/LID-Pl-Fn,(en/amb/per a/a) miríades
58012023001,πανηγυρει,3282,Sust/LID-Sn-Fn,(en/amb/per a/a) assemblea general
58012023003,εκκλησια,1416,Sust/LID-Sn-Fn,(en/amb/per a/a)església/assemblea
58012023004,πρωτοτοκων,3834,,de primogènits
58012023007,απογεγραμμενων,533,Verbo/Per-Pas-Par-GA-Pl-Ms,havent estat registrats
58012023015,τετελειωμενων,4364,Verbo/Per-Pas-Par-GA-Pl-Ms,havent estat completats / perfeccionats
58012024003,νεας,2974,Adj/GA-Sn-Fn,(de) nou
58012024004,μεσιτη,2822,Sust/LID-Sn-Ms,(en/amb/per a/a) mediador
58012024008,ραντισμου,3886,Sust/GA-Sn-Ms,(de) aspersió/ruixada
58012024013,αβελ,N3,Sust/Pro-Ind,Abel
58012025003,παραιτησησθε,3318,Verbo/A-MedDep-Sub-2-Pl,refuseu 
58012025005,λαλουντα,2646,Verbo/Pre-Act-Par-Ac-Sn-Ms,parlant
58012025014,παραιτησαμενοι,3318,Verbo/A-MedDep-Par-N-Pl-Ms,havent refusat 
58012025015,χρηματιζοντα,4793,Verbo/Pre-Act-Par-Ac-Sn-Ms,donant avís /(advertència divina)
58012025023,αποστρεφομενοι,598,Verbo/Pre-Med-Par-N-Pl-Ms,tornant-nos allunyant
58012026006,εσαλευσεν,N460,Verbo/A-Act-Ind-3-Sn,va sacsejar/tremolar/commoure
58012026015,σειω,3944,Verbo/Pre-Act-Ind-1-Sn,estic posant en commoció
58012027005,δηλοι,1065,Verbo/Pre-Act-Ind-3-Sn,està fent evident
58012027007,σαλευομενων,N460,Verbo/Pre-Pas-Par-GA-Pl-Nt,sent sacsejats
58012027009,μεταθεσιν,2835,Sust/Ac-Sn-Fn,transferència/trasllat
58012027011,πεποιημενων,3596,Verbo/Per-Pas-Par-GA-Pl-Ms,(coses) havent estat fetes
58012027013,μεινη,2812,Verbo/A-Act-Sub-3-Sn,romangui/(es) quedi
58012027016,σαλευομενα,N460,Verbo/Pre-Pas-Par-NPN,sent mogudes/sacsejades
58012028003,ασαλευτον,685,Adj/Ac-Sn-Fn,insacsejable
58012028004,παραλαμβανοντες,3329,Verbo/Pre-Act-Par-N-Pl-Ms,rebent al costat de
58012028009,λατρευομεν,2660,Verbo/Pre-Act-Ind-1-Pl,estem donant culte/homenatge
58012028010,ευαρεστως,1904,Adv,ben gustosament
58012028014,αιδους,107,Sust/GA-Sn-Fn,(de) reverència
58012029007,καταναλισκον,2345,Verbo/Pre-Act-Par-N-Sn-Nt,consumint (totalment/per complet)
58013001002,φιλαδελφια,4642,Sust/N-Sn-Fn,afecte i apreci fraternal
58013002002,φιλοξενιας,4657,Sust/GA-Sn-Fn,(d') hospitalitat
58013002004,επιλανθανεσθε,1766,Verbo/Pre-MedPasDep-Imp-2-Pl,oblidin/estiguin oblidant
58013002008,ελαθον,2654,Verbo/A2-Act-Ind-3-Pl,estaven amagats (de percepció)
58013002010,ξενισαντες,3035,Verbo/A-Act-Par-N-Pl-Ms,havent hostatjat
58013003001,μιμνησκεσθε,2909,Verbo/Pre-MedPasDep-Imp-2-Pl,estigueu recordant/tenint en ment
58013003003,δεσμιων,1051,Sust/GA-Pl-Ms,(de) lligats/(presoners)
58013003005,συνδεδεμενοι,4224,Verbo/Per-Pas-Par-N-Pl-Ms,com havent estat lligats juntament
58013003007,κακουχουμενων,2256,Verbo/Pre-Pas-Par-GA-Pl-Ms,sent maltractats
58013004003,γαμος,931,Sust/N-Sn-Ms,matrimoni/casament
58013004008,κοιτη,2526,Sust/N-Sn-Fn,llit
58013004009,αμιαντος,250,Adj/N-Sn-Fn,incontaminada/sense màcula
58013004010,πορνους,3635,Sust/Ac-Pl-Ms,feadors de fornicació/immoralitat sexual
58013004013,μοιχους,2923,Sust/Ac-Pl-Ms,adúlters
58013005001,αφιλαργυρος,783,Adj/N-Sn-Ms,que estima els diners
58013005003,τροπος,4461,Sust/N-Sn-Ms,mode/manera/forma
58013005004,αρκουμενοι,647,Verbo/Pre-Pas-Par-NPM,sent suficients
58013005006,παρουσιν,3368,Verbo/Pre-Act-Par-LID-Pl-Nt,(en/amb/per/a) estant presentant
58013005013,ανω,410,Verbo/A2-Act-Sub-1-Sn,deixeu
58013005018,εγκαταλειπω,1305,Verbo/Pre-Act-Sub-1-Sn,abandoni
58013006002,θαρρουντας,2063,Verbo/Pre-Act-Par-Ac-Pl-Ms,confiant
58013006007,βοηθος,882,Sust/N-Sn-Ms,ajudador
58013006010,φοβηθησομαι,4672,Verbo/F-PasDep-Ind-1-Sn,temeré
58013006014,ανθρωπος,408,Sust/N-Sn-Ms,home?
58013007003,ηγουμενων,2021,Verbo/Pre-MedPas-Par-GA-Pl-Ms, guiant
58013007013,αναθεωρουντες,299,Verbo/Pre-Act-Par-N-Pl-Ms,contemplant
58013007015,εκβασιν,1385,Sust/Ac-Sn-Fn,resultat
58013007017,αναστροφης,356,Sust/GA-Sn-Fn,(de) conducta
58013007018,μιμεισθε,2897,Verbo/Pre-MedPasDep-Imp-2-Pl,imiteu/estigueu imitant
58013009001,διδαχαις,1172,Sust/LID-Pl-Fn,(en/amb/per a/a) ensenyaments
58013009004,ξεναις,3037,Adj/LID-Pl-Fn,(en/amb/per a/a) estranyes
58013009006,παραφερεσθε,3360,Verbo/Pre-Pas-Imp-2-Pl,estigueu sent portats al costat de
58013009010,βεβαιουσθαι,848,Verbo/Pre-Pas-Inf,ser confirmat/establert
58013009018,ωφεληθησαν,4873,Verbo/A-Pas-Ind-3-Pl,van ser beneficiats
58013009020,περιπατησαντες,3486,Verbo/A-Act-Par-N-Pl-Ms,havent caminat al voltant
58013010011,σκηνη,3984,Sust/LID-Sn-Fn,(en/amb/per a/a) tabernacle/botiga
58013010012,λατρευοντες,2660,Verbo/Pre-Act-Par-N-Pl-Ms,donant servei
58013011003,εισφερεται,1369,Verbo/Pre-Pas-Ind-3-Sn,són/estan sent ficats/introduïts
58013011004,ζωων,2015,Sust/GA-Pl-Nt,(d’) animals
58013011018,κατακαιεται,2312,Verbo/Pre-Pas-Ind-3-Sn,és/està sent cremat (totalment/per complet)
58013011021,παρεμβολης,3376,Sust/GA-Sn-Fn,(de) campament
58013013002,εξερχωμεθα,1650,Verbo/Pre-MedPasDep-Sub-1-Pl,estiguem sortint
58013014005,μενουσαν,2812,Verbo/Pre-Act-Par-Ac-Sn-Fn,romanent/quedant
58013014010,επιζητουμεν,1750,Verbo/Pre-Act-Ind-1-Pl,estem tractant d'aconseguir
58013015004,αναφερωμεν,364,Verbo/Pre-Act-Sub-1-Pl,estiguem oferint
58013015006,αινεσεως,111,Sust/GA-Sn-Fn,(de) lloança
58013015014,χειλεων,4753,Sust/GA-Pl-Nt,(de) llavis
58013015015,ομολογουντων,3128,Verbo/Pre-Act-Par-GA-Pl-Ms,(de) declarant en confessió pública
58013016003,ευποιιας,1943,Sust/GA-Sn-Fn,(de) fer bé
58013016011,ευαρεστειται,1902,Verbo/Pre-Pas-Ind-3-Sn,és/està sent ben agradable
58013017001,πειθεσθε,3426,Verbo/Pre-Med-Imp-2-Pl,obeïu/estigueu obeint
58013017003,ηγουμενοις,2021,Verbo/Pre-MedPas-Par-LID-Pl-Ms,(en/amb/per/a) guiant
58013017006,υπεικετε,4515,Verbo/Pre-Act-Imp-2-Pl,estiguin cedint a sota (en subjecció)
58013017009,αγρυπνουσιν,58,Verbo/Pre-Act-Ind-3-Pl,vetllen
58013017016,αποδωσοντες,541,Verbo/F-Act-Par-N-Pl-Ms,lliuraran
58013017024,στεναζοντες,4067,Verbo/Pre-Act-Par-N-Pl-Ms,gemegant
58013017025,αλυσιτελες,222,Adj/N-Sn-Nt,no impost rendible
58013019008,αποκατασταθω,550,Verbo/A-Pas-Sub-2-Sn,sigues restaurat
58013021001,καταρτισαι,2366,Verbo/A-Act-Opt-3-Sn,perfecte/(de bona educació)/(de bona direcció)
58013021017,ευαρεστον,1903,Adj/Ac-Sn-Nt,ben agradable
58013022005,ανεχεσθε,394,Verbo/Pre-MedPasDep-Imp-2-Pl,estigueu tolerant/suportant
58013022013,βραχεων,905,Adj/GA-Pl-Nt,(de) curtes (paraules)
58013022014,επεστειλα,1807,Verbo/A-Act-Ind-1-Sn,vaig escriure epístola/carta
58013023005,απολελυμενον,576,Verbo/Per-Pas-Par-Ac-Sn-Ms,ha estat desfermat/alliberat
58013024004,ηγουμενους,2021,Verbo/Pre-MedPasDep-Par-Ac-Pl-Ms,guiant
59001001010,φυλαις,4709,Sust/LID-Pl-Fn,(en/amb/per a/a) tribus
59001001014,διασπορα,1140,Sust/LID-Sn-Fn,(en/amb/per a/a) diàspora
59001002003,ηγησασθε,2021,Verbo/A-MedDep-Ind-2-Pl,considereu
59001002008,περιπεσητε,3488,Verbo/A2-Act-Sub-2-Pl,caigueu al voltant
59001002009,ποικιλοις,3600,Adj/LID-Pl-Ms,(en/amb/per a/a) diverses
59001003004,δοκιμιον,1233,Sust/N-Sn-Nt,prova/(experiència)
59001003008,κατεργαζεται,2406,Verbo/Pre-MedPasDep-Ind-3-Sn,està obrant 
59001004005,τελειον,4362,Adj/Ac-Sn-Nt,completada
59001004011,ολοκληροι,3107,Adj/N-Pl-Ms,sencers a (cada) part
59001004014,λειπομενοι,2666,Verbo/Pre-Pas-Par-NPM,sent faltat
59001005005,λειπεται,2666,Verbo/Pre-Pas-Ind-3-Sn,està quedant (sense assolir/obtenir)
59001005007,αιτειτω,130,Verbo/Pre-Act-Imp-3-Sn,demani
59001005013,απλως,524,Adv,abundantment/generosament
59001005016,ονειδιζοντος,3137,Verbo/Pre-Act-Par-GA-Sn-Ms,(de) retreient
59001006010,εοικεν,1345,Verbo/Per-Act-Ind-3-Sn,ha estat semblant/igual/equivalent
59001006013,ανεμιζομενω,380,Verbo/Pre-Pas-Par-LID-Sn-Ms,(en/amb/per/a) sent portat pel vent
59001006015,ριπιζομενω,3900,Verbo/Pre-Pas-Par-LID-Sn-Ms,(en/amb/per/a) sent agitat
59001007003,οιεσθω,3090,Verbo/Pre-MedPasDep-Imp-3-Sn,suposi/estigui suposant/(pensant/imaginant)
59001008002,διψυχος,1223,Adj/N-Sn-Ms,de doble ànim
59001008003,ακαταστατος,156,Adj/N-Sn-Ms,inestable/no establert 
59001009009,υψει,4602,Sust/LID-Sn-Nt,(en/amb/per a/a) altura
59001010010,ανθος,402,Sust/N-Sn-Nt,flor
59001010011,χορτου,4785,Sust/GA-Sn-Ms,(d’) herba
59001011007,καυσωνι,2435,Sust/LID-Sn-Ms,(en/amb/per a/a) calor ardent
59001011009,εξηρανεν,3039,Verbo/A-Act-Ind-3-Sn,va assecar
59001011016,εξεπεσεν,1442,Verbo/A2-Act-Ind-3-Sn,va caure cap a fora
59001011019,ευπρεπεια,1946,Sust/N-Sn-Fn,ben apropiada
59001011030,πορειαις,3628,Sust/LID-Pl-Fn,(en/amb/per/a) en camins
59001011032,μαρανθησεται,2760,Verbo/F-Pas-Ind-3-Sn,serà marcit/(esvaït)
59001013002,πειραζομενος,3429,Verbo/Pre-Pas-Par-NSM,sent posat a prova amb hostigació/(temptat)
59001013003,λεγετω,2663,Verbo/Pre-Act-Imp-3-Sn,digui/estigui dient
59001013007,πειραζομαι,3429,Verbo/Pre-Pas-Ind-1-Sn,soc/estic sent posat a prova amb hostigació/(temptat)
59001013011,απειραστος,504,Adj/N-Sn-Ms,no (tempta)/posat a prova
59001013014,πειραζει,3429,Verbo/Pre-Act-Ind-3-Sn,està (tentant)/posant a prova
59001014003,πειραζεται,3429,Verbo/Pre-Pas-Ind-3-Sn,és/està sent posat a prova
59001014007,επιθυμιας,1755,Sust/GA-Sn-Fn,(de) desig/(concupiscència)
59001014008,εξελκομενος,1647,Verbo/Pre-Pas-Par-NSM,sent arrossegat cap a fora
59001014010,δελεαζομενος,1040,Verbo/Pre-Pas-Par-NSM,sent atret amb esquer
59001015003,επιθυμια,1755,Sust/N-Sn-Fn,desig/(concupiscència)
59001015004,συλλαβουσα,4152,Verbo/A2-Act-Par-N-Sn-Fn,prenent/havent pres juntament
59001015005,τικτει,4404,Verbo/Pre-Act-Ind-3-Sn,està donant a llum 
59001015010,αποτελεσθεισα,602,Verbo/A-Pas-Par-N-Sn-Fn,havent estat completat totalment
59001015011,αποκυει,566,Verbo/Pre-Act-Ind-3-Sn,està produint
59001017002,δοσις,1243,Sust/N-Sn-Fn,do
59001017003,αγαθη,8,Adj/N-Sn-Fn,bona
59001017006,δωρημα,1282,Sust/N-Sn-Nt,do
59001017007,τελειον,4362,Adj/N-Sn-Nt,complet/(perfecte)
59001017010,καταβαινον,2287,Verbo/Pre-Act-Par-N-Sn-Nt,descendint
59001017015,φωτων,4723,Sust/GA-Pl-Nt,(de) llums
59001017020,παραλλαγη,3332,Sust/N-Sn-Fn,alteració/mudança
59001017022,τροπης,4460,Sust/GA-Sn-Fn,(de) gir
59001017023,αποσκιασμα,588,Sust/N-Sn-Nt,ombra
59001018001,βουληθεις,895,Verbo/A-PasDep-Par-N-Sn-Ms,havent estat el seu designi
59001018002,απεκυησεν,566,Verbo/A-Act-Ind-3-Sn,va produir
59001018010,απαρχην,489,Sust/Ac-Sn-Fn,primícia/primer fruit
59001018014,κτισματων,2610,Sust/GA-Pl-Nt,(de) criatures
59001019008,ταχυς,4352,Adj/N-Sn-Ms,ràpid
59001019012,βραδυς,902,Adj/N-Sn-Ms,lent
59001021002,αποθεμενοι,603,Verbo/A2-Med-Par-N-Pl-Ms,havent posat cap enfora
59001021004,ρυπαριαν,3906,Sust/Ac-Sn-Fn,brutícia/immundícia
59001021009,πραυτητι,3666,Sust/LID-Sn-Fn,(en/amb/per a/a) mansuetud/humilitat/placidesa
59001021012,εμφυτον,1542,Adj/Ac-Sn-Ms,implantada
59001022009,παραλογιζομενοι,3333,Verbo/Pre-MedPasDep-Par-N-Pl-Ms,enganyant
59001023004,ακροατης,173,Sust/N-Sn-Ms,oïdor
59001023009,ποιητης,3599,Sust/N-Sn-Ms,faedor
59001023013,κατανοουντι,2348,Verbo/Pre-Act-Par-LID-Sn-Ms,(en/amb/per/a) considerant
59001023017,γενεσεως,945,Sust/GA-Sn-Fn,(de) naixement
59001023020,εσοπτρω,1878,Sust/LID-Sn-Nt,(en/amb/per a/a) mirall
59001024001,κατενοησεν,2348,Verbo/A-Act-Ind-3-Sn,va observar amb (molta) cura
59001024005,απεληλυθεν,517,Verbo/P2-Act-Ind-3-Sn,ha vingut des de
59001024008,επελαθετο,1766,Verbo/A2-MedDep-Ind-3-Sn,es va oblidar
59001025006,τελειον,4362,Adj/Ac-Sn-Ms,completada
59001025009,ελευθεριας,1496,Sust/GA-Sn-Fn,(de) llibertat
59001025011,παραμεινας,3336,Verbo/A-Act-Par-N-Sn-Ms,havent perseverat
59001025015,επιλησμονης,1770,Sust/GA-Sn-Fn,(d’) oblit
59001025024,ποιησει,3598,Sust/LID-Sn-Fn,(en/amb/per/a) fent/(realitzant)
59001026004,θρησκος,2123,Adj/N-Sn-Ms,reverent en la seva forma religiosa/(religiós)
59001026009,χαλιναγωγων,4733,Verbo/Pre-Act-Par-N-Sn-Ms,guiant/conduint amb fre/brida
59001026013,απατων,492,Verbo/Pre-Act-Par-N-Sn-Ms,seduint enganyosament
59001026017,ματαιος,2776,Adj/N-Sn-Ms,vana
59001026019,θρησκεια,2122,Sust/N-Sn-Fn,forma de religió
59001027002,καθαρα,2216,Adj/N-Sn-Fn,neta/pura
59001027004,αμιαντος,250,Adj/N-Sn-Fn,incontaminada/(sense taca)
59001027011,επισκεπτεσθαι,1795,Verbo/Pre-MedPasDep-Inf,estar veient sobre/visitant
59001027019,ασπιλον,704,Adj/Ac-Sn-Ms,sense taca/ sense impureses
59001027021,τηρειν,4401,Verbo/Pre-Act-Inf,guardar
59002001005,προσωποληψιαις,3805,Sust/LID-Pl-Fn,(en/amb/per a/a) accepció de persona/parcialitat
59002001015,δοξης,1241,Sust/GA-Sn-Fn,(de) glòria/esplendor?
59002002009,χρυσοδακτυλιος,4807,Adj/N-Sn-Ms,amb anells d'or
59002002012,λαμπρα,2650,Adj/LID-Sn-Fn,(en/amb/per a/a) resplendent/(esplèndida)
59002002016,πτωχος,3852,Adj/N-Sn-Ms,pobre
59002002018,ρυπαρα,3908,Adj/LID-Sn-Fn,(en/amb/per a/a) bruta
59002003002,επιβλεψητε,1731,Verbo/A-Act-Sub-2-Pl,mireu sobre
59002003005,φορουντα,4680,Verbo/Pre-Act-Par-Ac-Sn-Ms,portant
59002003009,λαμπραν,2650,Adj/Ac-Sn-Fn,resplendent/esplèndida
59002003019,πτωχω,3852,Adj/LID-Sn-Ms,(en/amb/per a/a) pobre
59002004003,διεκριθητε,1102,Verbo/A-Pas-Ind-2-Pl,van fer distincions
59002004010,πονηρων,3626,Adj/GA-Pl-Ms,(de) malignes?
59002005017,κληρονομους,2500,Sust/Ac-Pl-Ms,hereus
59002006003,ητιμασατε,736,Verbo/A-Act-Ind-2-Pl,vau deshonrar
59002006005,πτωχον,3852,Adj/Ac-Sn-Ms,pobre
59002006009,καταδυναστευουσιν,2308,Verbo/Pre-Act-Ind-3-Pl,oprimeixen/estan oprimint/(sotmetent)/dominant cap avall
59002006013,ελκουσιν,1504,Verbo/Pre-Act-Ind-3-Pl,arrosseguen/estan arrossegant
59002006016,κριτηρια,2593,Sust/Ac-Pl-Nt,tribunals/llocs de judici?
59002007003,βλασφημουσιν,872,Verbo/Pre-Act-Ind-3-Pl,blasfemen/injurien
59002007008,επικληθεν,1757,Verbo/A-Pas-Par-Ac-Sn-Nt,havent estat nomenat 
59002008004,τελειτε,4371,Verbo/Pre-Act-Ind-2-Pl,compleixen/completen
59002008005,βασιλικον,835,Adj/Ac-Sn-Ms,reial
59002009003,προσωποληπτειτε,3803,Verbo/Pre-Act-Ind-2-Pl,feu/esteu fent accepció de persones
59002009005,εργαζεσθε,1853,Verbo/Pre-MedPasDep-Ind-2-Pl,obreu/esteu obrant
59002009006,ελεγχομενοι,1490,Verbo/Pre-Pas-Par-NPM,sent exhibits
59002009011,παραβαται,3299,Sust/N-Pl-Ms,transgressors
59002010007,πταισει,3836,Verbo/F-Act-Ind-3-Sn,ofendrà
59002010010,ενι,1358,Adj/LID-Sn-Ms,(en/amb/per a/a) un (mandat)
59002013004,ανελεος,379,Adj/N-Sn-Fn,sense misericòrdia/compassió
59002013009,κατακαυχαται,2314,Verbo/Pre-MedPasDep-Ind-3-Sn,està vanent-se (totalment/per complet)
59002014003,οφελος,3239,Sust/N-Sn-Nt,benefici/avantatge/aprofitament
59002014014,εχη,1989,Verbo/Pre-Act-Sub-3-Sn,tingui/estigui tenint?
59002015007,υπαρχωσιν,4514,Verbo/Pre-Act-Sub-3-Pl,existeixin/estiguin existint
59002015012,εφημερου,1980,Adj/GA-Sn-Fn,(de) diari
59002016010,θερμαινεσθε,2097,Verbo/Pre-MedPas-Imp-2-Pl,estiguieu sent calents
59002016012,χορταζεσθε,4783,Verbo/Pre-Pas-Imp-2-Pl,estiguin sent saciats
59002016018,επιτηδεια,1823,Adj/Ac-Pl-Nt,(coses) apropiades (necessàries)
59002017009,νεκρα,2970,Adj/N-Sn-Fn,morta
59002019015,φρισσουσιν,4693,Verbo/Pre-Act-Ind-3-Pl,tremolen amb espant
59002020006,κενε,2446,Adj/V-Sn-Ms,va/buit
59002021010,ισαακ,N253,Sust/Pro-Ind,a Isaac
59002021016,θυσιαστηριον,2144,Sust/Ac-Sn-Nt,lloc de sacrifici/(altar)?
59002022005,συνηργει,4239,Verbo/I-Act-Ind-3-Sn,obrava/estava obrant junt
59002022015,ετελειωθη,4364,Verbo/A-Pas-Ind-3-Sn,va ser completada
59002024001,ορατε,3163,Verbo/Pre-Act-Ind-2-Pl,veieu/esteu veient
59002025010,εδικαιωθη,1194,Verbo/A-Pas-Ind-3-Sn,va ser justificada
59002025011,υποδεξαμενη,4555,Verbo/A-MedDep-Par-N-Sn-Fn,rebent/havent rebut a sota (de sostre)
59002025015,ετερα,1890,Adj/LID-Sn-Fn,(en/amb/per a/a) un altre diferent
59002025017,εκβαλουσα,1384,Verbo/A2-Act-Par-N-Sn-Fn,havent tirat?
59003001009,μειζον,2789,Adj/Ac-Sn-Nt-Comp,més gran/major
59003001011,ληψομεθα,2648,Verbo/F-MedDep-Ind-1-Pl,rebrem
59003002003,πταιομεν,3836,Verbo/Pre-Act-Ind-1-Pl,estem ofenent
59003002010,πταιει,3836,Verbo/Pre-Act-Ind-3-Sn,està ofenent
59003002015,χαλιναγωγησαι,4733,Verbo/A-Act-Inf,guiar/conduir amb fre/brida
59003003003,ιππων,2190,Sust/GA-Pl-Ms,(de) cavalls
59003003005,χαλινους,4734,Sust/Ac-Pl-Ms,frens/brides
59003003009,βαλλομεν,815,Verbo/Pre-Act-Ind-1-Pl,posen/estan posant
59003003012,πειθεσθαι,3426,Verbo/Pre-Pas-Inf,ser/estar sent obedients
59003003020,μεταγομεν,2833,Verbo/Pre-Act-Ind-1-Pl,estem guiant/conduint
59003004004,πλοια,3579,Sust/N-Pl-Nt,vaixells
59003004005,τηλικαυτα,4400,Pro-Dem/N-Pl-Nt,tan grans
59003004009,σκληρων,3993,Adj/GA-Pl-Ms,(de) durs
59003004011,ελαυνομενα,1482,Verbo/Pre-Pas-Par-NPN,sent impulsats
59003004012,μεταγεται,2833,Verbo/Pre-Pas-Ind-3-Sn,són/estan sent guiats/conduïts
59003004014,ελαχιστου,1485,Adj/GA-Sn-Nt-Sup,més petit
59003004015,πηδαλιου,3519,Sust/GA-Sn-Nt,(de) timó
59003004019,ορμη,3184,Sust/N-Sn-Fn,impuls
59003004021,ευθυνοντος,1919,Verbo/Pre-Act-Par-GA-Sn-Ms,(de) fent just/recte
59003005009,μεγαλαυχει,2789+752,Verbo/Pre-Act-Ind-3-Sn,està presumint
59003005013,ηλικην,2030,Adj/Ac-Sn-Fn,com de gran
59003005014,υλην,4502,Sust/Ac-Sn-Fn,bosc
59003005015,αναπτει,346,Verbo/Pre-Act-Ind-3-Sn,està encenent
59003006018,σπιλουσα,4039,Verbo/Pre-Act-Par-N-Sn-Fn,tacant/embrutant/(contaminant)
59003006023,φλογιζουσα,4668,Verbo/Pre-Act-Par-N-Sn-Fn,inflamant/encendre en flames ardents
59003006025,τροχον,4466,Sust/Ac-Sn-Ms,roda/cercle
59003006027,γενεσεως,945,Sust/GA-Sn-Fn,(de) creació/gènesi
59003006029,φλογιζομενη,4668,Verbo/Pre-Pas-Par-NSF,sent encès en flames ardents
59003007011,εναλιων,1545,Adj/GA-Pl-Nt,(d’) (animals) marítims
59003007012,δαμαζεται,1009,Verbo/Pre-Pas-Ind-3-Sn,és/està sent domat
59003007014,δεδαμασται,1009,Verbo/Per-Pas-Ind-3-Sn,ha estat domat
59003007018,ανθρωπινη,406,Adj/LID-Sn-Fn,(en/amb/per a/a) humana
59003008008,ακατασχετον,223+2388,Adj/N-Sn-Nt,inestable/que no pot ser refrenat
59003008009,κακον,2254,Adj/N-Sn-Nt,maligna
59003008010,μεστη,2828,Adj/N-Sn-Fn,plena
59003008011,ιου,2186,Sust/GA-Sn-Ms,(de) verí
59003008012,θανατηφορου,2059,Adj/GA-Sn-Ms,(de) mortífer
59003009011,καταρωμεθα,2363,Verbo/Pre-MedPasDep-Ind-1-Pl,maleïm/estem maleint
59003009016,ομοιωσιν,3127,Sust/Ac-Sn-Fn,semblança
59003009018,γεγονοτας,961,Verbo/P2-Act-Par-Ac-Pl-Ms,han estat/arribat a ser 
59003010010,χρη,4790,Verbo/Pre-Act-Ind-3-Sn,deu/està sent degut
59003011007,οπης,3148,Sust/GA-Sn-Fn,(d’) obertura
59003011008,βρυει,913,Verbo/Pre-Act-Ind-3-Sn,està brotant
59003011010,γλυκυ,964,Adj/Ac-Sn-Nt,dolça
59003011013,πικρον,3529,Adj/Ac-Sn-Nt,amarg?
